map1	mpp	map2	mpp	8	13		1.61112	5.99975	0.624781	3.9997	12.2353	3.05884	0.577541
map1	mpp	map2	mpp	9	10		0.292073	5.99975	0.61036	3.9997	10.9019	2.72547	0.479962
map2	mpp	map2	mpp	9	11		0.665496	5.99975	0.161554	3.9997	10.8265	2.70662	0.479979
map1	mpp	map2	mpp	9	12		0.0481847	5.99975	0.0727929	3.9997	10.1204	2.53011	0.422534
map1	mpp	map2	mpp	9	13		0.446104	5.99975	0.199517	3.9997	10.6451	2.66127	0.46525
map2	mpp	map1	mpp	10	11		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map1	mpp	map1	mpp	10	12		0.714363	5.99975	1.52482	3.9997	12.2386	3.05966	0.56827
map2	mpp	map1	mpp	10	13		0.305855	5.99975	3.14213	3.9997	13.4474	3.36186	0.615446
map1	mpp	map2	mpp	11	12		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map1	mpp	map2	mpp	11	13		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
map2	mpp	map1	mpp	12	13		0	5.99975	0	3.9997	9.99944	2.49986	0.413002
